,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,SPS.1,Hit
Budesonide,13.22687894,13.22687894,0.012528843,-1.200799031,0.712452792,50.35483871,430.541,396.269,430.2355388,170,0,1.322580645,2.096774194,2.806451613,3.1999002,1.553614077,862.0735282,22.1814338,18.67332024,18.67332024,14.70752799,11.80697355,11.80697355,10.72516751,10.72516751,9.371349774,9.371349774,8.122912202,8.122912202,-1.34,11435336.15,21.50281386,7.07773232,2.650901211,183.2281021,19.6867807,6.606881965,23.45756743,0,0,0,9.589074368,0,0,0,38.84115786,56.09196042,16.74788698,12.20793278,29.27585507,11.56648989,0,0,28.58369908,83.39515165,6.606881965,23.80116485,0,0,0,0,0,52.48543696,19.06280028,28.58369908,59.29614134,23.80116485,0,0,93.06,36.12088275,19.80212916,0,34.7351985,19.26246487,24.8355694,0,12.15204021,6.076020107,20.7712116,9.473725908,12.6638107,0,25.20890269,21.40903129,-1.046977179,0.027438757,0,8.313972414,5.673821324,0,0.76,31,2,6,4,1,5,0,0,0,6,2,6,4,3,1,4,5,2.7168,112.8666,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.35483871,TRUE
Piracetam,10.82791667,10.82791667,0.040555556,-0.434953704,0.542383479,18,142.158,132.078,142.0742276,56,0,1.7,2.4,2.8,2.153965823,2.404785473,167.1307515,7.560477932,5.66948757,5.66948757,4.698377303,3.260092536,3.260092536,2.385160021,2.385160021,1.51807673,1.51807673,1.059302557,1.059302557,-1.06,206.7807191,7.051856823,2.682444776,1.462392017,58.98089901,10.63357721,0,0,11.81435946,0,0,9.589074368,0,0,0,0,6.420821623,12.96557803,6.544756406,9.589074368,11.81435946,0,4.899909731,5.733667477,12.84164325,13.08951281,0,0,5.733667477,0,0,0,29.803782,9.589074368,0,12.84164325,0,0,0,63.4,5.907179729,9.589074368,0,12.45193614,12.96557803,6.420821623,4.899909731,0,0,0,5.733667477,0,0,22.64550926,0,4.901666667,-0.394398148,0,1.416064815,0.764490741,0,0.666666667,10,2,4,0,1,1,0,0,0,2,1,4,2,0,1,1,1,-0.9059,35.0084,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,TRUE
Loteprednol etabonate,13.18215672,13.18215672,0.016108891,-1.569294401,0.494803986,42.28125,466.958,435.71,466.175831,176,0,1.25,2,2.6875,3.009740243,1.73206226,881.5735065,23.31119031,18.76586716,19.52179611,15.12501164,11.33957538,11.87409787,9.903384273,10.12160216,8.650950999,8.760059944,7.314000331,7.413098344,-1.86,12111363.29,23.30329509,8.17136544,3.227342845,192.6530909,19.31711626,0,11.84930873,5.601050811,0,12.12467092,4.794537184,9.589074368,0,0,37.09753893,63.01569762,16.74788698,12.71084835,33.70072781,29.50885575,0,0,28.58369908,64.58033691,12.67294575,23.80116485,0,0,4.794537184,0,11.60093989,47.39240621,23.79966323,28.58369908,52.87531971,23.80116485,0,0,99.13,34.65966906,19.49013895,0,49.05155208,6.420821623,18.41474778,0,19.07577741,12.99975731,6.9237372,25.81152875,15.88932064,5.695310872,37.51424448,11.47212205,-1.764676338,-0.676143175,-0.353996357,6.309965153,5.774963784,0,0.708333333,32,1,7,4,0,4,0,0,0,7,1,8,4,3,0,3,4,3.9165,115.6558,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.28125,TRUE
Halcinonide,17.20765796,17.20765796,0.037735632,-1.859804304,0.640668386,52.61290323,454.966,422.71,454.19223,172,0,1.258064516,1.967741935,2.64516129,3.09372485,1.627938095,887.1954361,22.6125197,18.67263452,19.42856346,14.35479159,11.43690961,11.97143209,11.26164123,11.52890247,9.570088143,9.812827709,8.267688455,8.466209913,-0.82,7459632.671,21.99610042,6.398274941,2.430338799,187.2273309,14.5802533,5.668759819,22.95465186,0,0,0,9.589074368,4.390415048,0,11.60093989,19.42057893,57.94550867,23.16870861,18.08793622,28.55974272,23.16742978,0,0,22.66579303,95.48473309,5.880003445,11.64912464,0,0,4.390415048,0,11.60093989,51.81787529,19.06280028,22.66579303,66.21987854,11.64912464,0,0,72.83,46.01274154,14.69560176,4.390415048,29.78522101,32.10410811,5.57310453,0,19.92349451,13.8474744,0,21.0746658,29.74230909,6.046730513,25.31898174,11.43712868,-3.998562575,-2.015862105,0,2.279324785,7.384394316,0,0.833333333,31,1,5,4,1,5,0,0,0,5,1,7,2,3,1,4,5,3.8893,112.3268,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.61290323,TRUE
Betamethasone,16.85906329,16.85906329,0.067556453,-1.980464026,0.667213497,52.53571429,392.467,363.235,392.1999022,154,0,1.321428571,2,2.642857143,2.842931477,1.837691879,804.7488255,20.69830613,16.61308763,16.61308763,12.96323339,10.14233533,10.14233533,9.749150874,9.749150874,8.791253205,8.791253205,7.26103317,7.26103317,-1.37,1500075.637,19.92530949,5.832747548,2.014263809,163.8717856,15.31958218,12.20793278,17.23524971,0,0,0,9.589074368,4.390415048,0,0,25.49659904,56.594876,16.74788698,6.103966388,29.2990716,11.56648989,0,0,28.58369908,63.82827511,6.606881965,23.80116485,0,0,4.390415048,0,0,50.86673106,9.589074368,28.58369908,46.45449809,23.80116485,0,0,94.83,52.42969696,24.90865655,4.390415048,18.12197262,24.8355694,0,12.15204021,26.84723171,0,0,0,16.85906329,0,24.38037654,31.96344206,-5.169115699,-2.119133575,0,4.439214382,4.479486345,0,0.727272727,28,3,5,4,0,4,0,0,0,5,3,6,2,3,0,3,4,1.8957,99.9444,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.53571429,TRUE
Fluticasone propionate,17.21864851,17.21864851,0.014058989,-2.30193913,0.575586089,47.35294118,500.579,469.331,500.1844298,188,0,1.264705882,1.941176471,2.558823529,2.989725159,1.87286932,983.5979311,25.26722023,19.77668453,20.59318111,15.82842402,11.74362843,12.72922699,10.60032457,11.47800841,9.221015215,9.895559394,7.626304912,8.415838158,-1.61,23288338.56,25.48193797,8.219134082,3.009740979,201.1073926,9.843390349,12.17829835,17.05305558,5.11527693,0,5.969305288,14.38361155,13.17124514,0,0,26.84723171,61.59113781,29.08661465,6.103966388,37.39824704,28.62971211,0,0,28.58369908,76.9236877,6.006622956,23.80116485,0,0,13.17124514,0,11.76188495,51.52642993,19.12047451,28.58369908,53.37823529,23.80116485,0,0,80.67,75.00360161,23.88055399,8.780830095,31.25639102,11.76188495,6.076020107,19.07577741,20.7712116,0,0,4.736862954,51.82773437,0.395769247,37.78350402,10.70663075,-6.840489688,-3.297219717,-1.019484686,0.15957075,6.450651618,0,0.72,34,1,5,4,0,4,0,0,0,6,1,9,4,3,0,3,4,4.43,120.8678,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47.35294118,TRUE
Crystal Violet,2.212679516,2.212679516,0,0,0.709775976,12.48275862,407.989,377.749,407.2128256,152,0,0.620689655,1,1.310344828,2.691668077,3.00E-06,884.6329895,20.25878407,18.14780849,18.90373744,13.3630811,9.568203581,9.568203581,7.698903646,7.698903646,5.017132876,5.017132876,3.278717591,3.278717591,-2.78,1891833.525,22.50850291,9.617854023,5.183109271,180.9361591,22.20685262,14.09534397,5.711685003,0,0,0,0,4.575525859,0,0,24.26546827,58.69062053,51.71750069,0,16.98255902,22.65956208,0,0,0,0,52.08585136,89.53502449,0,22.20685262,11.37477255,0,0,52.57324276,0,0,11.12690298,78.40812151,0,5.57310453,9.49,0,0,0,12.40703316,0,0,39.3595696,0,0,129.4963942,0,2.126198035,0,4.25239607,0,8.528121287,0,17.56386621,8.781933107,0,12.41415196,0.24,29,0,3,1,0,1,2,0,2,2,0,4,4,0,0,0,3,1.4636,122.9554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.48275862,TRUE
Amprolium Hydrochloride,5.985117158,5.985117158,0,0,0.742815752,9.5,315.248,295.088,314.106502,110,0,1.3,2.05,2.65,2.353963427,1.80E-06,546.4471546,12.95781916,11.71327551,13.28570104,8.7027086,6.257291703,6.257291703,4.416629692,4.416629692,2.929799551,2.929799551,1.84678428,1.84678428,-1.39,13591.78483,18.61,8.715787772,4.616348887,131.8282005,18.14070064,11.64226728,18.43552797,0,0,0,0,9.967957042,4.567099648,12.40703316,12.99010427,6.420821623,31.67413653,5.563451492,16.97413281,18.22489594,0,9.967957042,0,33.23387405,5.733667477,47.67457233,0,22.70780029,5.817862778,0,12.40703316,9.967957042,12.96557803,6.9237372,30.42634281,30.59278835,0,0,55.68,0,0,0,24.81406632,12.36261918,24.22949924,5.693927995,0,24.52642128,34.44889816,5.733667477,2.133479545,0,8.692680461,0,8.14130955,1.414570998,6.105195367,5.786519906,4.89291084,0,0.357142857,20,2,4,0,0,0,0,2,2,3,1,6,4,0,0,0,2,-0.91868,78.1634,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.5,TRUE
Ouabain octahydrate,12.39684211,12.39684211,0,-1.674660999,0.098823876,47.59183673,728.779,668.299,728.3677943,296,0,0.87755102,1.489795918,2.040816327,3.448871619,-2.64E-06,1096.057317,29.69794165,27.50286619,27.50286619,19.21983556,14.86305457,14.86305457,13.82751952,13.82751952,12.17163743,12.17163743,10.08836592,10.08836592,-1.51,1204589291,51.85569394,17.33785918,7.020196152,281.9350955,98.87234271,24.91878113,6.290026729,0,0,5.969305288,0,4.794537184,0,0,6.9237372,56.43676194,30.25055987,47.63983961,103.6668799,5.969305288,0,0,28.58369908,119.0131188,13.21376393,11.64912464,0,0,0,0,0,164.0647161,19.00512605,28.58369908,58.79322576,11.64912464,0,0,458.6,95.46187335,45.64675634,0,82.01760919,19.26246487,5.57310453,12.99975731,0,6.9237372,0,14.21058886,16.67470715,0,11.82418321,89.57212739,-4.462168457,-1.930846701,0,-6.681044109,3.003041525,0,0.896551724,49,24,20,4,2,6,0,0,0,12,8,20,4,4,1,5,6,-8.1126,167.5088,0,8,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.59183673,TRUE
Eltrombopag,12.93095826,12.93095826,0.111414657,-1.055692421,0.395692758,14.51515152,442.475,420.299,442.1641052,166,0,1,1.757575758,2.484848485,3.080525696,1.6070477,1343.983623,23.69794165,18.32606725,18.32606725,15.75692795,10.22691389,10.22691389,7.730839264,7.730839264,5.46741905,5.46741905,3.461461183,3.461461183,-4.46,27201063.46,21.75997854,8.583164147,4.182084925,190.0464797,10.21305479,5.749511833,5.711685003,0,0,11.87648502,10.22032858,4.794537184,15.21172758,0,30.33183534,67.79340142,5.563451492,22.64990904,19.80212916,34.67462757,0,0,10.20281505,20.7712116,10.43470392,77.35402516,16.87641482,10.43470392,11.37477255,5.749511833,0,33.51290981,4.794537184,13.8474744,28.40862886,70.86648574,0,11.12690298,114.59,5.969305288,19.80212916,0,28.61921433,22.52597426,11.12690298,17.14164666,37.25557254,32.0465756,15.62860645,0,0,0,24.20281624,29.82142046,7.487309811,-1.552452745,16.89178125,0,5.649124985,0,0.12,33,3,8,0,1,1,3,0,3,6,3,8,5,0,0,0,4,4.56484,128.0708,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.51515152,TRUE
Regadenoson,11.71775107,11.71775107,0.057857825,-1.306716806,0.320331133,24.71428571,390.36,372.216,390.1400157,148,0,1.357142857,2.142857143,2.821428571,3.400682459,1.770808228,1032.78499,19.99927104,14.66732788,14.66732788,13.43909071,8.338669939,8.338669939,6.214461611,6.214461611,4.50465175,4.50465175,3.018711733,3.018711733,-3.13,3407834.094,18.24343803,6.793252874,2.767431054,156.9517563,31.10690122,23.82859988,17.69294117,0,11.85551901,0,9.361636832,9.665781456,15.06663885,0,0,0,13.24451555,24.6944971,24.85098232,22.88892045,0,34.61630856,0,24.53980033,19.38822142,24.28445871,5.948339281,11.05045608,5.817862778,0,0,82.49273498,4.736862954,0,16.58588985,18.72100722,0,17.11221722,186.46,31.1466823,20.11411937,0,28.83725973,5.563451492,0,35.01758178,0,0,25.36740598,10.47053043,8.184857603,0,24.36085323,36.07494469,6.776605696,-0.187050417,0,-0.417589135,-0.45904157,1.499753228,0.4,28,6,13,0,1,1,0,3,3,12,5,13,4,0,1,1,4,-2.4347,93.257,0,3,3,1,0,6,0,0,0,0,1,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.71428571,TRUE
Naloxone hydrochloride,12.63331641,12.63331641,0,-1.001111111,0.782957741,37.72,363.841,341.665,363.1237359,134,0,1.4,2.2,2.96,2.91348469,1.57E-06,780.9327521,16.68986997,13.90288447,14.71938105,11.52584079,8.647486008,8.647486008,7.561281112,7.561281112,6.732356817,6.732356817,5.797327738,5.797327738,-1.56,500717.3058,16.88419701,5.223051572,1.738278262,152.2391847,14.94991774,0,23.386235,0,0,0,9.694446915,0,0,18.98596884,12.14238718,30.89228343,31.11562676,11.01604128,19.74445493,18.19027811,0,4.899909731,0,48.84513499,13.08951281,35.91459291,11.49902367,4.736862954,0,11.49902367,12.40703316,51.73258031,16.63034928,0,30.38936785,24.78768993,0,0,70,17.12000767,15.00759197,0,29.98163077,31.43279832,24.2164158,0,6.066367068,12.14238718,11.47884541,4.736862954,5.983829444,0,14.90999961,22.09956474,0.256082294,0.528229167,3.515176052,3.346120769,5.360997927,0,0.526315789,25,2,5,2,2,4,1,0,1,5,2,6,2,1,1,2,5,1.7232,94.5186,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.72,TRUE
Terfenadine,12.05798673,12.05798673,0.127760332,-0.968232608,0.396948941,16.82857143,471.685,430.357,471.3137296,186,0,0.771428571,1.285714286,1.771428571,2.889428485,1.317281346,992.9311441,24.89069429,21.52899256,21.52899256,16.78086021,13.12531854,13.12531854,11.14438143,11.14438143,7.719571089,7.719571089,5.477087555,5.477087555,-2.46,75685458.59,25.62749041,11.07416337,6.033378319,210.9972512,15.11296452,5.601050811,0,0,0,0,0,0,0,0,105.7003506,78.90425819,0,6.103966388,10.21305479,0,0,4.899909731,5.917906046,63.57450576,19.63426922,107.1829449,0,0,0,0,0,34.74723374,11.01604128,5.917906046,74.81227045,84.92913896,0,0,43.7,11.7050172,10.21305479,0,11.33289652,0,62.00791018,5.563451492,0,36.39820241,74.20205788,0,0,0,2.488420782,22.75094411,3.414419272,0.176362198,28.70206945,3.234219398,9.566898119,0,0.4375,35,2,3,0,1,1,3,0,3,3,2,3,8,0,1,1,4,6.4458,144.3826,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.82857143,TRUE
Nifekalant hydrochloride,11.94924426,11.94924426,0,-0.41854055,0.389378272,10.66666667,441.916,413.692,441.1778967,166,0,1.1,1.766666667,2.366666667,2.701552528,4.50E-06,941.8118032,21.38854058,17.11380824,17.93030483,13.82860626,9.406593161,9.406593161,6.787558456,6.787558456,4.763319384,4.763319384,3.012567053,3.012567053,-2.69,2151051.766,25.34661662,12.10750453,6.974490722,179.8652581,10.423316,5.817862778,0,0,11.24665317,5.689743398,28.94296448,4.794537184,0,12.40703316,12.13273414,24.94985114,51.92871439,11.53019301,10.02983844,23.91228221,0,14.03410903,14.09534397,12.84164325,38.10269619,66.84768976,0,16.5657989,11.50524905,0,12.40703316,56.84985506,20.51616559,10.11431827,11.98427311,39.92090971,0,0,122.64,10.61305445,24.80992003,0,30.2605683,25.452132,29.51695079,29.81387284,19.18040612,0,10.21669833,0,2.42441959,0,36.08448708,23.07931306,0.334168729,0.451785498,7.892531497,1.609878028,2.426824481,3.029925367,0.473684211,30,2,10,0,0,0,1,1,2,9,2,11,11,0,0,0,2,0.753,117.6049,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66666667,TRUE
ON-01910,12.67860927,12.67860927,0,-3.686254212,0.387424101,10.875,473.479,449.287,473.112032,168,0,0.96875,1.5625,2.0625,2.748760334,5.12E-06,1044.459595,23.01829709,18.62990006,21.44639664,14.72220709,9.040851811,10.75627327,6.315738334,8.202299793,4.250113385,5.536570721,2.799478474,3.883296433,-2.4,4802029.328,27.63378378,12.58918269,7.62730866,209.0819703,34.165305,22.99804733,9.837253136,0,0,29.55728603,0,8.417796984,0,0,6.066367068,23.77220574,17.54078623,57.95694323,66.82359941,27.56996481,0,0,0,5.752853607,40.30073518,46.86679042,22.99804733,58.92805385,5.687386275,22.99804733,0,49.37104884,20.38464393,0,11.12690298,35.73988743,0,6.076020107,123.22,22.35131483,18.31886156,0,35.31013964,39.81233659,5.408052091,40.58157734,24.26546827,0,5.316788604,18.94745182,46.342054,0,10.7029996,14.41459716,1.238195499,0.051086679,7.896296709,1.394069358,-0.440947463,2.151648459,0.285714286,32,1,9,0,0,0,2,0,2,9,1,11,11,0,0,0,2,-1.5275,114.2465,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.875,TRUE
Molibresib,12.42603396,12.42603396,0.085698276,-0.484423186,0.678613415,14.93333333,423.904,401.728,423.1462026,154,0,1.2,1.966666667,2.666666667,3.06235778,1.955744567,1121.056618,21.2503479,17.01633115,17.7722601,14.51157035,9.725856558,10.10382103,6.98192981,7.418365591,5.002957228,5.254933544,3.621775617,3.747763775,-3.19,7633122.759,20.09781624,8.277420661,3.681527661,179.309697,10.05365156,17.61575716,5.824404498,5.907179729,0,0,14.35404156,0,0,10.19736362,23.73367403,44.17930974,22.6942927,24.92969044,9.531400138,23.21980462,0,20.08125187,4.992404733,26.31013685,13.65455395,70.26291477,11.43689811,10.05365156,0,5.749511833,11.60093989,40.03788194,4.794537184,6.9237372,42.16211163,47.45697421,5.022633314,5.687386275,81.4,6.041840829,4.794537184,0,12.32800135,23.14130605,28.35037876,0,7.109797541,60.87914353,15.51415222,21.33020758,7.43008682,6.104154118,17.42898937,12.11908938,3.407921312,1.987332461,12.82335746,0.174788264,4.338889857,1.629835406,0.272727273,30,1,7,0,1,1,2,1,3,6,1,8,5,0,0,0,4,3.65602,115.7807,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93333333,TRUE
2-PMPA,10.47446854,10.47446854,0.281967593,-4.409432477,0.457919163,13.57142857,226.121,215.033,226.0242393,82,0,1.214285714,1.714285714,2,1.944170493,4.241921679,267.3535851,11.35337115,7.159483462,8.053910653,6.221032672,3.712988944,5.510592848,2.814833149,4.509349906,1.514127057,2.430569963,0.877653292,1.790597014,-0.91,552.14442,13.09,5.091025446,6.589228763,79.52688123,19.999878,0,0,0,0,19.5343729,14.15412265,0,0,0,0,6.420821623,6.420821623,12.07981607,34.15400065,19.5343729,0,0,5.917906046,12.84164325,6.161910027,0,0,0,0,0,7.595762327,38.1003986,14.15412265,5.917906046,12.84164325,0,0,0,132.13,38.0350106,14.15412265,0,6.420821623,0,0,0,0,0,0,19.999878,10.47446854,0,37.56350246,16.76868811,0,-3.899564594,0,-1.525439815,0,-4.409432477,0.666666667,14,4,7,0,0,0,0,0,0,3,4,8,6,0,0,0,0,-0.2703,44.9067,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.57142857,TRUE
